"Schema","Criterion","DataGenerator","Doubler","Termination","BigOh"
"UnixUsage","AUCC","directedRandomDefaults","DoubleColumns","success","QUADRADIC"
"Cloc","ICC","directedRandom","DoubleNotNulls","success","CONSTANT"
"NistXTS748","CondAICC","directedRandomDefaults","DoubleUniquesSemantic","success","LINEARITHMIC"
"NistWeather","CondAICC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"BioSQL","UCC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","ClauseAICC","random","DoubleTablesColumns","timeout","POWER 4"
"UnixUsage","NCC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"RiskIt","AICC","randomDefaults","DoubleTablesColumns","timeout","CUBIC"
"iTrust","ANCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"NistXTS748","ANCC","avs","DoubleAll","success","LOGARITHMIC"
"UnixUsage","CondAICC","directedRandom","DoubleColumns","success","LINEARITHMIC"
"NistXTS748","ANCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS748","ANCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"JWhoisServer","CondAICC","randomDefaults","DoubleColumns","out of memory","LOGARITHMIC"
"NistXTS749","AUCC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"NistWeather","ICC","avs","DoubleTables","timeout","QUADRADIC"
"UnixUsage","UCC","random","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","UCC","avsDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS749","AICC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS748","ClauseAICC","random","DoubleAll","success","LINEAR"
"RiskIt","UCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","AUCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","AUCC","avs","DoubleForeignKeys","success","CONSTANT"
"Cloc","NCC","randomDefaults","DoubleTables","success","LOGARITHMIC"
"BioSQL","ICC","directedRandom","DoubleColumns","success","LINEARITHMIC"
"BioSQL","ICC","directedRandomDefaults","DoubleTablesColumns","success","QUADRADIC"
"NistWeather","CondAICC","random","DoubleColumns","success","LINEARITHMIC"
"BioSQL","ICC","directedRandom","DoubleUniquesSemantic","timeout","QUADRADIC"
"RiskIt","AUCC","directedRandomDefaults","DoubleNotNulls","success","LINEARITHMIC"
"BioSQL","AICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","ClauseAICC","randomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS748","NCC","randomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"JWhoisServer","ANCC","random","DoubleNotNulls","success","CONSTANT"
"RiskIt","APC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","NCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","ClauseAICC","random","DoubleTables","success","LOGARITHMIC"
"iTrust","UCC","directedRandomDefaults","DoubleForeignKeys","KILLED","LOGARITHMIC"
"NistWeather","APC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"Cloc","ICC","avs","DoubleTables","success","LOGARITHMIC"
"RiskIt","ClauseAICC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"JWhoisServer","ANCC","directedRandomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS748","ClauseAICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"RiskIt","ClauseAICC","random","DoubleTables","timeout","QUADRADIC"
"NistXTS748","NCC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","ClauseAICC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS749","APC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","NCC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"UnixUsage","UCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","AUCC","randomDefaults","DoubleTables","timeout","POWER 5"
"iTrust","NCC","directedRandomDefaults","DoubleChecksSemantic","KILLED","LINEAR"
"NistWeather","AUCC","random","DoubleTablesColumns","success","LINEAR"
"NistXTS749","AICC","randomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"JWhoisServer","APC","directedRandom","DoubleNotNulls","success","CONSTANT"
"RiskIt","ClauseAICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"BioSQL","NCC","avsDefaults","DoubleUniquesSemantic","success","LINEAR"
"BioSQL","ANCC","avs","DoubleNotNulls","success","CONSTANT"
"BioSQL","ICC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","APC","avs","DoubleTables","success","LOGARITHMIC"
"iTrust","CondAICC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS748","APC","avsDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"BioSQL","ANCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","ICC","randomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistXTS749","AUCC","random","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","AICC","random","DoubleTables","success","LOGARITHMIC"
"JWhoisServer","UCC","random","DoubleTables","timeout","QUADRADIC"
"BioSQL","NCC","avs","DoubleNotNulls","success","CONSTANT"
"NistXTS749","UCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","AICC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"RiskIt","APC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS749","AICC","avs","DoubleTables","timeout","QUADRADIC"
"NistWeather","ClauseAICC","avsDefaults","DoubleColumns","timeout","CUBIC"
"iTrust","AUCC","avs","DoubleTables","timeout","POWER 5"
"NistXTS749","AICC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
"UnixUsage","CondAICC","avs","DoubleColumns","success","LINEARITHMIC"
"RiskIt","APC","directedRandom","DoubleAll","success","LOGARITHMIC"
"NistXTS748","AUCC","directedRandom","DoubleTables","success","QUADRADIC"
"NistXTS749","CondAICC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","ClauseAICC","avs","DoubleColumns","success","LINEAR"
"NistXTS748","NCC","random","DoubleForeignKeys","success","LOGARITHMIC"
"NistWeather","APC","randomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys","success","CONSTANT"
"NistXTS749","APC","random","DoubleNotNulls","success","CONSTANT"
"BioSQL","APC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","CondAICC","randomDefaults","DoubleTables","timeout","CUBIC"
"NistXTS749","AICC","directedRandom","DoubleAll","success","LINEAR"
"iTrust","ICC","avs","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS748","APC","avs","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS748","APC","randomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"RiskIt","UCC","directedRandom","DoubleTables","success","LINEARITHMIC"
"RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic","success","CONSTANT"
"UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistXTS749","ANCC","avsDefaults","DoubleAll","success","LINEARITHMIC"
"NistXTS748","NCC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","UCC","random","DoubleChecksSemantic","success","CONSTANT"
"JWhoisServer","UCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"iTrust","AICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS749","ICC","randomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"Cloc","NCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"Cloc","ClauseAICC","random","DoubleForeignKeys","success","CONSTANT"
"JWhoisServer","UCC","directedRandom","DoubleTablesColumns","success","LINEAR"
"NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns","success","QUADRADIC"
"Cloc","NCC","avs","DoubleNotNulls","success","LINEARITHMIC"
"JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys","success","CONSTANT"
"Cloc","AUCC","random","DoubleNotNulls","success","CONSTANT"
"RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"UnixUsage","ClauseAICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","UCC","avsDefaults","DoubleAll","timeout","QUADRADIC"
"RiskIt","AUCC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","NCC","avs","DoubleChecksSemantic","success","LOGARITHMIC"
"NistWeather","UCC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"RiskIt","AICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","NCC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","NCC","randomDefaults","DoubleTables","success","QUADRADIC"
"RiskIt","ClauseAICC","directedRandomDefaults","DoubleChecksSemantic","success","CONSTANT"
"iTrust","AUCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","ClauseAICC","random","DoubleAll","success","LINEAR"
"BioSQL","NCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","AICC","directedRandom","DoubleColumns","success","LINEARITHMIC"
"Cloc","AUCC","random","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","APC","directedRandom","DoubleColumns","success","LINEARITHMIC"
"NistXTS748","AUCC","random","DoubleNotNulls","success","LOGARITHMIC"
"JWhoisServer","NCC","avs","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","APC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistWeather","AUCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"RiskIt","ICC","avsDefaults","DoubleTablesColumns","success","QUADRADIC"
"BioSQL","ANCC","directedRandom","DoubleChecksSemantic","success","CONSTANT"
"Cloc","ICC","randomDefaults","DoubleNotNullsSemantic","success","CONSTANT"
"Cloc","ICC","random","DoubleUniquesSemantic","success","CONSTANT"
"BioSQL","AUCC","directedRandom","DoubleUniquesSemantic","success","LINEAR"
"Cloc","AUCC","avsDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS748","UCC","directedRandom","DoubleChecksSemantic","success","LINEAR"
"NistXTS749","ICC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"BioSQL","AICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","APC","avsDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","CondAICC","randomDefaults","DoubleAll","success","LINEAR"
"BioSQL","CondAICC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS748","UCC","directedRandom","DoubleUniquesSemantic","success","LOGARITHMIC"
"UnixUsage","CondAICC","random","DoubleUniquesSemantic","success","CONSTANT"
"BioSQL","ANCC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"RiskIt","ANCC","directedRandom","DoubleNotNullsSemantic","success","LOGARITHMIC"
"JWhoisServer","ANCC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistXTS749","APC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"RiskIt","NCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","AICC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"NistWeather","CondAICC","directedRandomDefaults","DoubleAll","success","LINEAR"
"iTrust","ANCC","directedRandom","DoubleAll","success","LINEARITHMIC"
"NistXTS749","CondAICC","avs","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","APC","avs","DoubleAll","timeout","QUADRADIC"
"Cloc","ANCC","directedRandom","DoubleForeignKeys","success","CONSTANT"
"NistWeather","ClauseAICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"JWhoisServer","AICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"JWhoisServer","AUCC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","ANCC","avs","DoubleNotNulls","success","LOGARITHMIC"
"RiskIt","ANCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","ICC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"Cloc","CondAICC","directedRandomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","UCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"NistXTS748","CondAICC","avs","DoubleForeignKeys","success","CONSTANT"
"NistXTS748","CondAICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"Cloc","ClauseAICC","random","DoubleUniquesSemantic","success","CONSTANT"
"UnixUsage","ANCC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistXTS749","APC","random","DoubleTables","success","QUADRADIC"
"iTrust","ANCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","APC","avs","DoubleAll","success","LOGARITHMIC"
"BioSQL","ANCC","random","DoubleTables","timeout","POWER 4"
"RiskIt","UCC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"RiskIt","CondAICC","directedRandomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"NistWeather","NCC","directedRandomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"RiskIt","AICC","directedRandom","DoubleTables","success","QUADRADIC"
"iTrust","AUCC","avsDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistWeather","UCC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"NistXTS748","ICC","avsDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"JWhoisServer","NCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","CondAICC","random","DoubleTablesColumns","success","LOGARITHMIC"
"NistWeather","ANCC","randomDefaults","DoubleAll","success","LINEARITHMIC"
"NistXTS749","AUCC","random","DoubleTables","success","LOGARITHMIC"
"JWhoisServer","APC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"Cloc","ANCC","randomDefaults","DoubleTables","success","LOGARITHMIC"
"NistXTS749","ClauseAICC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","AICC","avs","DoubleChecksSemantic","success","CONSTANT"
"NistWeather","AICC","random","DoubleTables","timeout","QUADRADIC"
"iTrust","AUCC","random","DoubleNotNullsSemantic","out of memory","LOGARITHMIC"
"NistXTS748","UCC","avsDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS748","NCC","avs","DoubleNotNulls","success","CONSTANT"
"BioSQL","ANCC","directedRandomDefaults","DoubleColumns","success","QUADRADIC"
"UnixUsage","NCC","avsDefaults","DoubleColumns","out of memory","CUBIC"
"RiskIt","ClauseAICC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"NistXTS749","NCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","ANCC","random","DoubleTables","timeout","QUADRADIC"
"NistWeather","ClauseAICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","APC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"RiskIt","ICC","random","DoubleTables","timeout","QUADRADIC"
"BioSQL","ICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","AICC","directedRandom","DoubleForeignKeys","success","LOGARITHMIC"
"JWhoisServer","UCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","APC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","ANCC","randomDefaults","DoubleTables","timeout","POWER 6"
"NistXTS748","AUCC","randomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"UnixUsage","ICC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS749","ICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"BioSQL","NCC","avs","DoubleAll","timeout","POWER 4"
"Cloc","AUCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"Cloc","AUCC","directedRandomDefaults","DoubleColumns","out of memory","CUBIC"
"NistXTS748","ClauseAICC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","NCC","avs","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","CondAICC","avsDefaults","DoubleChecksSemantic","success","LINEAR"
"NistXTS748","NCC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","UCC","avs","DoubleNotNulls","success","CONSTANT"
"Cloc","UCC","directedRandom","DoubleTables","timeout","CUBIC"
"NistWeather","NCC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS749","ClauseAICC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS748","UCC","avs","DoubleColumns","success","LINEARITHMIC"
"NistWeather","ICC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","AICC","avsDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistXTS748","UCC","randomDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"JWhoisServer","ICC","directedRandom","DoubleNotNullsSemantic","out of memory","QUADRADIC"
"RiskIt","NCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"NistXTS748","ICC","avs","DoubleTables","timeout","QUADRADIC"
"NistXTS748","AUCC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS749","CondAICC","directedRandom","DoubleTables","success","QUADRADIC"
"RiskIt","CondAICC","random","DoubleAll","success","LINEAR"
"iTrust","APC","directedRandom","DoubleChecksSemantic","success","LINEAR"
"NistWeather","AUCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","ANCC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"JWhoisServer","AUCC","avs","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","ClauseAICC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","ANCC","randomDefaults","DoubleColumns","timeout","QUADRADIC"
"UnixUsage","UCC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","AICC","avs","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS749","CondAICC","avsDefaults","DoubleTables","success","LINEARITHMIC"
"BioSQL","CondAICC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","ClauseAICC","random","DoubleNotNullsSemantic","success","LINEAR"
"RiskIt","CondAICC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","ClauseAICC","avsDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","NCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","AICC","avsDefaults","DoubleColumns","timeout","LINEARITHMIC"
"BioSQL","AUCC","avs","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS749","ANCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","CondAICC","directedRandom","DoubleAll","success","LOGARITHMIC"
"iTrust","UCC","directedRandom","DoubleNotNullsSemantic","success","LOGARITHMIC"
"RiskIt","ANCC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"BioSQL","CondAICC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"BioSQL","ICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","ICC","avsDefaults","DoubleAll","success","LOGARITHMIC"
"BioSQL","AICC","avs","DoubleNotNulls","success","CONSTANT"
"RiskIt","ANCC","directedRandomDefaults","DoubleColumns","out of memory","QUADRADIC"
"NistWeather","APC","directedRandomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"iTrust","ClauseAICC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
"BioSQL","APC","directedRandomDefaults","DoubleUniquesSemantic","success","LINEAR"
